Longitude Latitude ArrivingTime LeavingTime LocationType AgentID
39.93680010964916 116.33572500438588 2008-09-27,05:09:58 2008-09-27,08:47:28 Apartment 153
39.93666884166666 116.33200028333331 2008-09-27,08:50:54 2008-09-27,09:24:23 Apartment 153
39.97560596103896 116.3314090779221 2008-09-27,09:57:21 2008-09-27,14:04:42 Apartment 153
39.94244644444445 116.30492529411768 2008-09-08,09:49:01 2008-09-08,13:10:38 Apartment 153
39.95790027272727 116.28174727272727 2008-09-08,13:10:40 2008-09-08,13:52:03 Workplace 153
39.95925221428571 116.2780753095238 2008-09-08,13:52:27 2008-09-08,15:50:59 Apartment 153
39.910801 116.454864 2009-09-18,00:09:08 2009-09-18,03:19:04 Apartment 153
39.9171477027027 116.45561605405406 2009-09-18,03:22:36 2009-09-18,07:17:37 Pub 153
39.90645868852458 116.46866326229502 2008-11-10,13:01:51 2008-11-10,14:16:47 Apartment 153
24.45587256473565 118.07031196637926 2011-12-18,10:02:47 2011-12-18,10:33:48 Restaurant 153
24.45643715662745 118.06853287503928 2011-12-18,10:33:53 2011-12-18,10:54:54 Apartment 153
24.44532227921322 118.07042340695948 2011-12-18,11:21:13 2011-12-18,11:50:03 Pub 153
24.44476855606496 118.0629733846978 2011-12-18,12:18:48 2011-12-18,13:13:23 Pub 153
24.444737446091068 118.06227081424416 2011-12-18,13:13:28 2011-12-18,14:15:11 Pub 153
24.44761369961242 118.06704040776737 2011-12-18,14:41:01 2011-12-18,15:27:07 Pub 153
24.44767569216718 118.06534748377092 2011-12-18,15:39:10 2011-12-18,16:24:24 Restaurant 153
24.444923853618693 118.06005136403591 2011-12-18,16:52:17 2011-12-18,17:26:56 Pub 153
24.444667582521053 118.05756425356314 2011-12-18,17:34:56 2011-12-18,17:55:21 Pub 153
24.44747677922059 118.06544299054408 2011-12-18,18:12:06 2011-12-18,18:33:18 Apartment 153
24.4586501253758 118.07177015615926 2011-12-18,19:12:37 2011-12-18,19:39:42 Apartment 153
24.45655755989952 118.0758813175578 2011-12-18,19:48:40 2011-12-18,20:16:13 Restaurant 153
39.9071328 116.448578 2009-07-07,01:29:46 2009-07-07,02:05:48 Apartment 153
39.90532364705883 116.3553164117647 2009-07-07,02:09:53 2009-07-07,05:31:22 Apartment 153
39.9192631 116.3280105 2009-07-07,05:31:28 2009-07-07,07:28:04 Apartment 153
40.03406586000001 116.41351122 2009-07-07,07:34:43 2009-07-07,08:37:32 Workplace 153
39.98829992592593 116.41243833333334 2009-07-07,08:56:50 2009-07-07,09:23:54 Apartment 153
39.939531296000006 116.415051552 2009-07-07,10:17:58 2009-07-07,12:11:41 Restaurant 153
39.98686513157894 116.44848668421054 2009-06-27,00:58:16 2009-06-27,02:06:11 Apartment 153
39.93262490526317 116.4490681578947 2009-06-27,03:00:48 2009-06-27,07:13:13 Pub 153
39.9611752 116.44168624166672 2009-10-01,06:30:53 2009-10-01,10:05:56 Apartment 153
31.230745833333348 121.43359166666676 2007-07-26,05:51:08 2007-07-26,06:32:14 Apartment 153
31.042887500000003 121.26626666666677 2007-07-26,06:52:11 2007-07-26,10:33:47 Workplace 153
30.252406666666666 120.16412833333328 2007-07-26,10:34:00 2007-07-26,11:03:22 Pub 153
30.252284057971018 120.15972898550729 2007-07-26,11:13:22 2007-07-26,12:14:15 Pub 153
30.250237499999976 120.154391025641 2007-07-26,12:27:32 2007-07-26,13:10:56 Pub 153
30.24837505603259 120.15950040451084 2011-12-13,13:54:57 2011-12-13,16:22:50 Apartment 153
40.000414333333325 116.50121153703702 2008-11-03,23:28:04 2008-11-03,23:51:02 Apartment 153
40.09080625806452 116.47298709677418 2008-11-04,00:27:04 2008-11-04,02:27:30 Apartment 153
39.92658788235294 116.43960467058828 2011-03-11,11:51:39 2011-03-11,13:57:28 Apartment 153
30.27467624332787 120.1746747130328 2011-11-27,14:14:28 2011-11-27,14:48:10 Apartment 153
30.27366567223629 120.1754043097046 2011-11-27,14:48:15 2011-11-27,15:16:34 Apartment 153
39.90739612903226 116.4477883548387 2011-01-10,07:38:53 2011-01-10,08:07:19 Pub 153
39.918509000000014 116.454414 2011-01-10,10:28:20 2011-01-10,12:28:37 Apartment 153
32.979601058947345 114.03749162561375 2008-05-09,01:13:54 2008-05-09,01:41:44 Pub 153
39.98570679831934 116.44958319327723 2009-09-19,23:15:16 2009-09-20,04:31:38 Apartment 153
39.86315185 116.451170225 2009-01-11,01:41:38 2009-01-11,02:19:23 Apartment 153
39.92765376623376 116.4721404155844 2009-01-11,03:04:19 2009-01-11,04:09:35 Apartment 153
40.00278273333334 116.50737843333332 2009-01-11,04:58:57 2009-01-11,09:09:07 Pub 153
39.907652437500005 116.467734 2009-01-11,09:49:07 2009-01-11,10:18:21 Pub 153
39.907354304347805 116.3695063188406 2009-01-11,10:18:26 2009-01-11,14:02:11 Pub 153
39.99093274285713 116.46350225714284 2010-10-07,09:17:24 2010-10-07,10:45:11 Pub 153
39.912008542168685 116.42826687951816 2010-10-06,09:07:04 2010-10-06,10:13:20 Apartment 153
39.908930636815896 116.36773214427868 2010-10-06,10:44:25 2010-10-06,11:57:13 Apartment 153
24.446821328183944 118.06653512976888 2011-12-21,12:33:17 2011-12-21,12:57:02 Pub 153
24.447881090167897 118.06563489513807 2011-12-21,12:57:07 2011-12-21,13:17:33 Pub 153
24.44907213893749 118.05454295763542 2011-12-21,14:26:04 2011-12-21,15:02:14 Apartment 153
24.44188568619565 118.06408009211592 2011-12-21,15:29:14 2011-12-21,15:50:04 Pub 153
24.442078362798053 118.0649583614006 2011-12-21,15:50:09 2011-12-21,16:26:39 Pub 153
24.4462663329431 118.06606262697564 2011-12-21,16:26:44 2011-12-21,16:51:54 Pub 153
39.99575469230769 116.51466692307692 2010-02-16,03:24:22 2010-02-16,05:10:00 Apartment 153
39.9957178101266 116.5139203670886 2010-02-16,06:42:01 2010-02-16,09:05:08 Apartment 153
48.72790138888889 2.3575145000000006 2009-04-29,09:45:34 2009-04-29,10:05:42 Pub 153
47.463594 3.56689225 2009-04-29,10:12:34 2009-04-29,11:14:26 Apartment 153
43.660786870967726 7.205037336917563 2009-04-29,11:35:54 2009-04-29,12:23:32 Pub 153
43.69582337651824 7.270702024291496 2009-04-29,14:59:58 2009-04-29,16:37:07 Restaurant 153
43.69922163573885 7.268924123711341 2009-04-29,16:48:30 2009-04-29,17:09:50 Apartment 153
43.70248509090909 7.267090251748253 2009-04-29,17:37:15 2009-04-29,17:59:39 Pub 153
43.70207662913906 7.267182039735101 2009-04-29,18:33:51 2009-04-29,18:57:26 Pub 153
39.99584719008264 116.51364619834712 2010-05-08,04:18:39 2010-05-08,08:18:56 Apartment 153
40.04575035275083 116.42802015210356 2010-05-08,09:17:40 2010-05-08,09:49:36 Apartment 153
40.03141415 116.413823425 2010-05-08,10:11:46 2010-05-08,12:04:13 Workplace 153
40.03107714659685 116.41457013219907 2010-05-08,12:04:18 2010-05-08,13:50:40 Apartment 153
43.89172332407406 125.29582044444442 2010-03-16,01:05:08 2010-03-16,04:43:24 Workplace 153
43.89136591228069 125.29492268421052 2010-03-16,04:43:27 2010-03-16,09:41:34 Workplace 153
39.91407410000001 116.4019321 2008-07-13,02:43:19 2008-07-13,05:57:59 Restaurant 153
39.91017697142856 116.40355754285714 2008-07-13,06:04:29 2008-07-13,06:42:13 Pub 153
30.266827151292308 120.1758033923 2011-12-01,11:24:39 2011-12-01,12:16:30 Pub 153
30.25445687033333 120.16406780266668 2011-12-01,12:36:09 2011-12-01,14:02:59 Pub 153
30.24867224433099 120.15890980323246 2011-12-01,14:19:42 2011-12-01,15:24:27 Workplace 153
39.98739842171714 116.44931879797971 2010-07-12,10:35:57 2010-07-12,11:42:10 Apartment 153
40.00751010742574 116.46131550086132 2011-12-15,16:49:13 2011-12-15,20:52:52 Restaurant 153
39.93288259701493 116.44794235820896 2009-05-23,03:10:44 2009-05-23,05:32:01 Workplace 153
39.9324805 116.44633875 2009-05-23,05:32:02 2009-05-23,08:54:34 Restaurant 153
22.27905610631148 114.17964375085243 2012-05-06,13:40:07 2012-05-06,14:58:47 Apartment 153
22.27869445671015 114.1742386994058 2012-05-06,16:26:12 2012-05-06,19:26:23 Pub 153
22.29310602736435 114.17312176111626 2012-05-06,19:46:39 2012-05-06,20:32:24 Pub 153
41.795877 12.250603999999996 2009-05-07,06:44:13 2009-05-07,08:19:04 Pub 153
50.90161621428573 4.481967892857143 2009-05-07,10:46:01 2009-05-07,11:26:24 Pub 153
50.89929417721521 4.486256122362872 2009-05-07,11:26:25 2009-05-07,11:46:44 Pub 153
45.4920415 60.5296855 2009-05-07,12:01:27 2009-05-07,21:17:48 Apartment 153
40.07764295833333 116.58897097916667 2009-05-07,21:38:31 2009-05-07,21:59:43 Pub 153
40.026517125 116.43098009375 2011-06-19,03:33:06 2011-06-19,04:31:15 Apartment 153
39.98842464478764 116.40801590347496 2011-06-19,04:54:21 2011-06-19,05:20:00 Restaurant 153
39.99160824742268 116.36304898969075 2011-06-19,05:25:29 2011-06-19,07:58:49 Apartment 153
40.0265285 116.43083197222222 2011-06-19,08:17:45 2011-06-19,09:24:59 Apartment 153
39.96676468965517 116.34451817241384 2009-03-14,07:04:47 2009-03-14,09:41:53 Apartment 153
39.978287294583325 116.30312073191668 2011-10-28,18:21:13 2011-10-28,22:04:59 Apartment 153
39.9848085 116.45106580555556 2009-10-17,05:41:00 2009-10-17,08:11:24 Apartment 153
39.99058309677419 116.46334306451612 2009-10-17,08:27:49 2009-10-17,11:00:58 Pub 153
39.90201397297298 116.34845521621624 2011-06-21,10:48:52 2011-06-21,14:57:34 Apartment 153
39.9073548939394 116.4707477121212 2009-02-27,10:35:54 2009-02-27,13:15:22 Pub 153
39.90856868055553 116.40600229166668 2009-02-27,13:15:27 2009-02-27,13:55:11 Workplace 153
39.98664171153845 116.4485725192308 2008-11-01,02:44:14 2008-11-01,04:21:25 Apartment 153
22.271695893593225 114.15035312528822 2012-05-08,11:51:38 2012-05-08,13:36:46 Apartment 153
22.293593519092305 114.16960498151532 2012-05-08,15:06:26 2012-05-08,18:31:58 Pub 153
39.97280533333333 116.42917275 2009-11-30,00:03:31 2009-11-30,02:30:28 Apartment 153
43.8916002881356 125.29581825423732 2010-03-15,00:51:02 2010-03-15,03:06:52 Workplace 153
39.96659706153846 116.34403287692312 2009-03-13,13:44:09 2009-03-13,14:15:27 Pub 153
39.98643181818182 116.45086854545455 2010-05-12,11:39:58 2010-05-12,12:24:35 Apartment 153
30.247795345238803 120.17814291814923 2011-11-26,09:39:57 2011-11-26,10:41:02 Pub 153
30.752725651126926 120.4757063516 2011-11-26,12:57:25 2011-11-26,13:56:10 Pub 153
30.753774318701826 120.47404990088732 2011-11-26,13:56:15 2011-11-26,14:21:05 Pub 153
30.75266204454112 120.4733284350319 2011-11-26,14:21:10 2011-11-26,14:56:10 Apartment 153
30.7515192668716 120.4771960391858 2011-11-26,15:00:45 2011-11-26,16:35:14 Pub 153
30.75047798364864 120.48272558216615 2011-11-26,16:46:28 2011-11-26,17:06:36 Apartment 153
30.75107801596124 120.48362209862395 2011-11-26,17:06:41 2011-11-26,17:36:41 Apartment 153
30.753598907031755 120.4747702635 2011-11-26,17:51:16 2011-11-26,18:38:42 Pub 153
30.75095576289999 120.48269517089996 2011-11-26,18:53:58 2011-11-26,19:33:44 Apartment 153
30.27623821065958 120.1756138782128 2011-11-26,21:07:29 2011-11-26,21:32:29 Apartment 153
30.248528426090527 120.15418198540156 2011-11-26,22:24:55 2011-11-26,22:45:14 Restaurant 153
39.92246279729731 116.40479828378382 2011-01-23,09:12:02 2011-01-23,12:23:16 Apartment 153
30.698002921135146 104.05114618405408 2011-10-01,10:05:32 2011-10-01,10:37:00 Pub 153
30.70051046495256 104.05237668637147 2011-10-01,10:37:05 2011-10-01,11:45:00 Apartment 153
30.702458720027785 104.04495878200002 2011-10-01,11:59:23 2011-10-01,16:10:04 Apartment 153
30.764436994374403 103.98611858397634 2011-10-01,16:36:27 2011-10-01,17:12:38 Workplace 153
30.70179259391427 104.04928467155716 2011-10-01,17:30:42 2011-10-01,20:04:03 Pub 153
30.697727563444445 104.04975357968884 2011-10-01,20:09:11 2011-10-01,20:29:36 Pub 153
48.88439489361703 2.343525631205674 2009-04-28,10:15:04 2009-04-28,10:36:27 Apartment 153
48.88591980434786 2.343285134057969 2009-04-28,10:36:32 2009-04-28,11:17:17 Pub 153
48.8896533548387 2.338585435483871 2009-04-28,12:03:49 2009-04-28,12:41:29 Apartment 153
48.866890312714766 2.307598408934707 2009-04-28,12:48:15 2009-04-28,13:09:28 Restaurant 153
48.86726361538462 2.311212076923077 2009-04-28,13:34:24 2009-04-28,14:03:47 Pub 153
48.85300119251331 2.333189406417113 2009-04-28,14:03:50 2009-04-28,14:29:37 Pub 153
48.85569129197081 2.334125897810219 2009-04-28,15:12:33 2009-04-28,15:45:10 Workplace 153
48.85804894328355 2.336090035820897 2009-04-28,15:48:01 2009-04-28,16:20:11 Restaurant 153
48.85606654430381 2.341575012658227 2009-04-28,16:24:26 2009-04-28,17:04:14 Apartment 153
48.85623460000001 2.3466655333333337 2009-04-28,17:11:06 2009-04-28,17:32:05 Pub 153
34.040454714285715 -118.43859533333335 2010-11-07,02:36:17 2010-11-07,04:54:04 Apartment 153
39.914137573033706 116.45456417977525 2010-07-17,01:25:59 2010-07-17,02:14:10 Apartment 153
39.85896175925927 116.46066611111108 2010-07-17,02:37:41 2010-07-17,06:05:05 Pub 153
39.89044221153846 116.4712848076923 2010-07-17,06:27:02 2010-07-17,07:46:41 Apartment 153
39.86000104 116.4595534 2010-07-17,08:05:01 2010-07-17,08:57:09 Apartment 153
39.98596690178571 116.44944366964287 2009-07-26,01:24:38 2009-07-26,03:54:49 Apartment 153
39.92767907462687 116.47165702985072 2009-07-26,04:09:44 2009-07-26,08:27:42 Pub 153
39.98690676470588 116.44861127450984 2009-07-26,08:50:04 2009-07-26,09:59:23 Apartment 153
39.98922893902439 116.45686071341464 2009-07-26,10:01:40 2009-07-26,10:22:28 Apartment 153
39.92750666433565 116.47216683216786 2009-07-26,10:51:34 2009-07-26,11:16:14 Apartment 153
39.624490760445696 116.30570038161557 2011-04-03,05:21:54 2011-04-03,05:54:35 Apartment 153
36.00147775999999 -115.28193668 2011-08-17,15:22:02 2011-08-17,18:16:52 Apartment 153
33.94251173684209 -118.40591201578944 2011-08-17,18:34:06 2011-08-17,18:58:16 Pub 153
33.951403611353705 -118.38719414410464 2011-08-17,19:07:34 2011-08-17,20:20:30 Pub 153
32.709904260869564 -117.16620495652174 2011-08-17,22:31:41 2011-08-18,00:19:11 Apartment 153
32.71397554310343 -117.16125050862072 2011-08-18,01:19:04 2011-08-18,02:16:02 Restaurant 153
32.7167908087167 -117.1601620750606 2011-08-18,02:36:55 2011-08-18,03:19:04 Pub 153
39.93522442124543 116.46841615384592 2008-09-28,11:58:34 2008-09-28,15:12:36 Restaurant 153
32.71142248717948 -117.16748928205128 2011-08-20,02:27:10 2011-08-20,03:10:37 Apartment 153
32.71260970143884 -117.16203551798569 2011-08-20,03:14:58 2011-08-20,05:16:32 Pub 153
30.246110416666667 120.17683125 2007-07-28,04:10:29 2007-07-28,05:18:42 Apartment 153
30.88428333333333 120.982338888889 2007-07-28,05:58:38 2007-07-28,10:35:00 Apartment 153
39.93252669607842 116.44863011764708 2009-01-10,08:21:06 2009-01-10,12:31:57 Apartment 153
39.938812912280696 116.45029723684212 2009-04-01,00:36:24 2009-04-01,01:43:10 Workplace 153
39.937414659090905 116.4549393863636 2009-04-01,01:51:14 2009-04-01,02:36:06 Workplace 153
39.9902742116418 116.46272098097012 2011-10-16,12:33:31 2011-10-16,15:10:13 Apartment 153
39.982496844885546 116.45189179551804 2011-10-16,15:12:06 2011-10-16,17:28:44 Apartment 153
39.91599924 116.44680092000004 2009-12-23,11:12:23 2009-12-23,13:11:19 Workplace 153
39.93276036986302 116.45913239726028 2008-09-15,03:15:40 2008-09-15,03:44:36 Apartment 153
39.93343008800002 116.45595296 2008-09-15,03:46:42 2008-09-15,04:15:44 Pub 153
40.00063431227432 116.38568250000004 2008-09-15,04:41:19 2008-09-15,05:18:03 Apartment 153
40.005003842205326 116.38739750570336 2008-09-15,05:18:05 2008-09-15,05:44:46 Apartment 153
40.011848361403466 116.39273958596492 2008-09-15,06:02:53 2008-09-15,06:24:02 Apartment 153
40.013621773879166 116.389402994152 2008-09-15,06:32:40 2008-09-15,07:01:46 Apartment 153
40.00674996210524 116.38700188631576 2008-09-15,07:23:08 2008-09-15,07:59:06 Apartment 153
39.990663625 116.396118125 2008-09-15,08:52:47 2008-09-15,09:24:45 Apartment 153
